customer_id,recency,frequency,monetary,Segment
CS4863,40,21,1484,P2
CS4864,56,18,1307,P2
CS4865,1,26,1941,P0
CS4866,26,19,1487,P0
CS4867,30,30,2106,P0
CS4868,11,27,1899,P0
CS4869,79,18,1234,P2
CS4870,2,19,1242,P0
CS4871,10,26,2006,P0
CS4872,2,22,1475,P0
CS4873,311,14,1130,P2
CS4874,101,21,1532,P2
CS4875,47,20,1605,P2
CS4876,168,23,1492,P2
CS4877,8,16,1176,P0
CS4878,77,22,1380,P2
CS4879,22,18,1195,P0
CS4880,65,20,1423,P2
CS4881,6,17,1109,P0
CS4882,104,16,1136,P2
CS4883,104,15,1012,P2
CS4884,34,19,1152,P2
CS4885,182,21,1520,P2
CS4886,9,20,1411,P0
CS4887,36,23,1516,P2
CS4888,85,21,1618,P2
CS4889,5,23,1436,P0
CS4890,129,17,1257,P2
CS4891,40,19,1439,P2
CS4892,131,22,1404,P2
CS4893,64,20,1286,P2
CS4894,83,12,824,P1
CS4895,47,19,1197,P2
CS4896,164,20,1423,P2
CS4897,39,30,1999,P2
CS4898,30,13,866,P1
CS4899,15,19,1372,P0
CS4900,16,17,1068,P0
CS4901,72,23,1491,P2
CS4902,27,18,1383,P0
CS4903,2,26,1584,P0
CS4904,13,24,1456,P0
CS4905,14,23,1575,P0
CS4906,65,22,1644,P2
CS4907,63,19,1344,P2
CS4908,148,24,1842,P2
CS4909,68,17,1290,P2
CS4910,137,18,1252,P2
CS4911,130,15,1069,P2
CS4912,10,19,1545,P0
CS4913,91,16,1047,P2
CS4914,133,21,1471,P2
CS4915,24,23,1541,P0
CS4916,57,21,1484,P2
CS4917,50,20,1392,P2
CS4918,139,22,1561,P2
CS4919,468,13,863,P2
CS4920,49,17,1173,P2
CS4921,6,12,908,P2
CS4922,16,16,1117,P0
CS4923,223,18,1064,P2
CS4924,111,23,1527,P2
CS4925,87,21,1316,P2
CS4926,44,16,1167,P2
CS4927,48,20,1401,P2
CS4928,37,18,1318,P2
CS4929,43,25,1624,P2
CS4930,36,20,1440,P2
CS4931,16,29,2246,P0
CS4932,157,26,1840,P2
CS4933,243,16,1040,P2
CS4934,159,24,1865,P2
CS4935,103,21,1575,P2
CS4936,41,25,1669,P2
CS4937,88,16,1152,P2
CS4938,1,15,1057,P0
CS4939,107,29,2088,P2
CS4940,38,15,1109,P2
CS4941,18,22,1434,P0
CS4942,162,19,1484,P2
CS4943,17,19,1338,P0
CS4944,26,27,2062,P0
CS4945,50,23,1603,P2
CS4946,36,21,1548,P2
CS4947,44,11,834,P1
CS4948,35,18,1287,P2
CS4949,16,21,1365,P0
CS4950,27,12,863,P2
CS4951,95,20,1488,P2
CS4952,111,25,1888,P2
CS4953,176,21,1381,P2
CS4954,1,20,1364,P0
CS4955,17,25,1799,P0
CS4956,25,18,1395,P0
CS4957,56,23,1634,P2
CS4958,44,14,812,P1
CS4959,240,23,1768,P2
CS4960,84,18,1216,P2
CS4961,20,21,1365,P0
CS4962,39,25,1774,P2
CS4963,47,19,1243,P2
CS4964,37,20,1237,P2
CS4965,32,27,1790,P2
CS4966,141,23,1504,P2
CS4967,40,25,1818,P2
CS4968,8,18,1278,P0
CS4969,24,18,1295,P0
CS4970,28,23,1712,P0
CS4971,23,19,1367,P0
CS4972,75,21,1433,P2
CS4973,76,23,1626,P2
CS4974,170,19,1273,P2
CS4975,116,11,777,P2
CS4976,29,19,1424,P0
CS4977,75,22,1566,P2
CS4978,382,10,675,P2
CS4979,66,17,1104,P2
CS4980,31,22,1564,P2
CS4981,26,25,1703,P0
CS4982,201,12,754,P2
CS4983,8,18,1406,P0
CS4984,75,18,1060,P2
CS4985,18,21,1468,P0
CS4986,6,16,1013,P0
CS4987,39,16,1098,P2
CS4988,85,20,1433,P2
CS4989,20,15,918,P2
CS4990,100,20,1406,P2
CS4991,14,15,1143,P0
CS4992,77,20,1350,P2
CS4993,24,26,1765,P0
CS4994,17,18,1216,P0
CS4995,118,20,1331,P2
CS4996,27,25,1635,P0
CS4997,260,15,1074,P2
CS4998,9,34,2358,P0
CS4999,95,11,788,P2
CS5000,33,19,1408,P2
CS5001,29,22,1593,P0
CS5002,71,11,815,P1
CS5003,76,16,1207,P2
CS5004,80,18,1302,P2
CS5005,25,17,1146,P0
CS5006,42,24,1651,P2
CS5007,34,24,1518,P2
CS5008,67,16,1159,P2
CS5009,73,16,1067,P2
CS5010,17,24,1698,P0
CS5011,79,20,1480,P2
CS5012,88,24,1602,P2
CS5013,135,18,1298,P2
CS5014,46,21,1342,P2
CS5015,165,22,1423,P2
CS5016,4,25,1701,P0
CS5017,15,18,1255,P0
CS5018,75,25,1628,P2
CS5019,93,20,1338,P2
CS5020,298,9,572,P2
CS5021,153,20,1341,P2
CS5022,147,15,1209,P2
CS5023,41,22,1713,P2
CS5024,197,18,1214,P2
CS5025,79,28,1973,P2
CS5026,177,30,2098,P2
CS5027,2,22,1586,P0
CS5028,19,29,2098,P0
CS5029,83,16,1162,P2
CS5030,128,16,1028,P2
CS5031,60,24,1585,P2
CS5032,27,23,1763,P0
CS5033,92,22,1687,P2
CS5034,71,17,1130,P2
CS5035,63,14,1037,P2
CS5036,163,20,1292,P2
CS5037,4,15,1149,P0
CS5038,73,22,1470,P2
CS5039,37,25,1673,P2
CS5040,1,24,1731,P0
CS5041,10,25,1763,P0
CS5042,0,21,1646,P0
CS5043,55,17,1109,P2
CS5044,138,21,1477,P2
CS5045,300,12,1019,P2
CS5046,38,24,1712,P2
CS5047,11,19,1381,P0
CS5048,2,22,1464,P0
CS5049,1,28,1979,P0
CS5050,9,19,1515,P0
CS5051,29,19,1232,P0
CS5052,68,24,1486,P2
CS5053,126,18,1501,P2
CS5054,165,16,1279,P2
CS5055,68,23,1644,P2
CS5056,122,17,1337,P2
CS5057,104,26,2008,P2
CS5058,13,18,1146,P0
CS5059,34,20,1486,P2
CS5060,101,15,1082,P2
CS5061,25,22,1412,P0
CS5062,173,20,1443,P2
CS5063,22,27,1901,P0
CS5064,76,15,1200,P2
CS5065,10,24,1463,P0
CS5066,31,26,1696,P2
CS5067,14,27,1857,P0
CS5068,23,22,1500,P0
CS5069,105,23,1666,P2
CS5070,110,21,1477,P2
CS5071,32,16,1180,P2
CS5072,126,16,1085,P2
CS5073,152,18,1362,P2
CS5074,86,15,1010,P2
CS5075,20,18,1180,P0
CS5076,44,21,1371,P2
CS5077,9,21,1444,P0
CS5078,111,19,1351,P2
CS5079,55,23,1469,P2
CS5080,284,18,1209,P2
CS5081,14,22,1645,P0
CS5082,19,29,2072,P0
CS5083,65,26,1974,P2
CS5084,33,20,1465,P2
CS5085,210,18,1313,P2
CS5086,90,21,1287,P2
CS5087,47,15,874,P2
CS5088,29,22,1556,P0
CS5089,57,12,874,P1
CS5090,6,21,1552,P0
CS5091,205,13,976,P2
CS5092,21,18,1200,P0
CS5093,65,27,1838,P2
CS5094,9,18,1289,P0
CS5095,23,20,1423,P0
CS5096,181,18,1348,P2
CS5097,57,26,1757,P2
CS5098,76,17,1147,P2
CS5099,12,16,1151,P0
CS5100,55,23,1595,P2
CS5101,128,17,1033,P2
CS5102,58,15,982,P2
CS5103,22,16,1011,P0
CS5104,210,16,1102,P2
CS5105,134,17,1248,P2
CS5106,127,20,1492,P2
CS5107,23,28,1994,P0
CS5108,8,14,968,P2
CS5109,40,35,2506,P2
CS5110,10,11,807,P2
CS5111,67,28,1948,P2
CS5112,8,14,1003,P2
CS5113,11,19,1314,P0
CS5114,121,20,1610,P2
CS5115,55,22,1298,P2
CS5116,56,20,1408,P2
CS5117,40,19,1332,P2
CS5118,35,26,1764,P2
CS5119,206,17,1319,P2
CS5120,22,16,1196,P0
CS5121,30,16,1175,P0
CS5122,53,23,1513,P2
CS5123,399,15,1047,P2
CS5124,90,28,1973,P2
CS5125,12,20,1319,P0
CS5126,18,25,1654,P0
CS5127,110,15,1208,P2
CS5128,91,27,1856,P2
CS5129,96,24,1567,P2
CS5130,77,25,1666,P2
CS5131,128,29,2083,P2
CS5132,29,22,1568,P0
CS5133,36,18,1428,P2
CS5134,66,16,942,P2
CS5135,31,23,1525,P2
CS5136,43,22,1643,P2
CS5137,130,21,1529,P2
CS5138,11,19,1352,P0
CS5139,83,22,1493,P2
CS5140,84,23,1647,P2
CS5141,83,29,1990,P2
CS5142,8,19,1323,P0
CS5143,33,23,1642,P2
CS5144,157,14,924,P2
CS5145,75,20,1370,P2
CS5146,87,17,1246,P2
CS5147,35,18,1197,P2
CS5148,81,26,1726,P2
CS5149,122,13,887,P2
CS5150,64,11,822,P1
CS5151,103,18,1151,P2
CS5152,132,12,839,P2
CS5153,67,21,1506,P2
CS5154,7,31,2008,P0
CS5155,38,26,1838,P2
CS5156,96,16,1185,P2
CS5157,49,22,1473,P2
CS5158,95,19,1249,P2
CS5159,52,28,2123,P2
CS5160,8,21,1526,P0
CS5161,59,18,1371,P2
CS5162,175,18,1314,P2
CS5163,8,28,2037,P0
CS5164,15,18,1157,P0
CS5165,74,25,1705,P2
CS5166,15,27,1951,P0
CS5167,130,16,1082,P2
CS5168,18,20,1458,P0
CS5169,99,18,1241,P2
CS5170,31,20,1329,P2
CS5171,1,18,1286,P0
CS5172,127,21,1362,P2
CS5173,172,11,684,P2
CS5174,63,25,1616,P2
CS5175,26,25,1680,P0
CS5176,144,28,1905,P2
CS5177,302,14,1036,P2
CS5178,47,21,1387,P2
CS5179,193,14,1033,P2
CS5180,43,11,825,P1
CS5181,7,16,1142,P0
CS5182,129,23,1517,P2
CS5183,4,17,1173,P0
CS5184,3,28,1879,P0
CS5185,22,27,1861,P0
CS5186,421,12,777,P2
CS5187,4,28,2023,P0
CS5188,14,16,1024,P0
CS5189,77,28,1944,P2
CS5190,14,21,1420,P0
CS5191,4,27,1889,P0
CS5192,42,21,1474,P2
CS5193,16,24,1586,P0
CS5194,131,16,1062,P2
CS5195,162,19,1302,P2
CS5196,32,22,1356,P2
CS5197,21,16,1165,P0
CS5198,7,26,1801,P0
CS5199,15,14,1103,P2
CS5200,2,21,1473,P0
CS5201,30,20,1343,P0
CS5202,145,27,1954,P2
CS5203,5,27,1850,P0
CS5204,12,21,1536,P0
CS5205,53,17,1185,P2
CS5206,96,14,1001,P2
CS5207,92,16,1193,P2
CS5208,30,20,1364,P0
CS5209,194,20,1211,P2
CS5210,142,17,1329,P2
CS5211,62,18,1273,P2
CS5212,50,25,1669,P2
CS5213,66,26,1846,P2
CS5214,172,17,1181,P2
CS5215,13,14,1023,P2
CS5216,95,11,671,P2
CS5217,50,20,1440,P2
CS5218,82,16,1229,P2
CS5219,125,19,1420,P2
CS5220,162,20,1473,P2
CS5221,2,22,1387,P0
CS5222,22,22,1397,P0
CS5223,20,27,2060,P0
CS5224,24,19,1489,P0
CS5225,100,22,1334,P2
CS5226,25,28,2011,P0
CS5227,82,16,1100,P2
CS5228,28,18,1179,P0
CS5229,66,11,669,P1
CS5230,5,23,1457,P0
CS5231,117,22,1432,P2
CS5232,15,21,1382,P0
CS5233,170,11,795,P2
CS5234,36,15,1082,P2
CS5235,52,17,1128,P2
CS5236,163,17,1212,P2
CS5237,107,23,1582,P2
CS5238,34,28,2015,P2
CS5239,134,18,1256,P2
CS5240,70,21,1563,P2
CS5241,13,19,1217,P0
CS5242,75,22,1534,P2
CS5243,136,17,1108,P2
CS5244,16,30,2114,P0
CS5245,21,20,1465,P0
CS5246,12,21,1403,P0
CS5247,37,26,1797,P2
CS5248,95,20,1217,P2
CS5249,103,20,1451,P2
CS5250,92,18,1331,P2
CS5251,0,25,1706,P0
CS5252,137,17,1178,P2
CS5253,20,17,1163,P0
CS5254,66,24,1432,P2
CS5255,60,18,1298,P2
CS5256,32,20,1431,P2
CS5257,142,24,1667,P2
CS5258,12,10,596,P2
CS5259,7,22,1576,P0
CS5260,6,25,1790,P0
CS5261,22,18,1198,P0
CS5262,127,15,1020,P2
CS5263,101,21,1471,P2
CS5264,9,15,1011,P0
CS5265,30,18,1267,P0
CS5266,13,22,1579,P0
CS5267,142,23,1536,P2
CS5268,27,23,1647,P0
CS5269,7,13,833,P2
CS5270,18,22,1600,P0
CS5271,48,22,1557,P2
CS5272,166,19,1487,P2
CS5273,111,24,1435,P2
CS5274,86,18,1146,P2
CS5275,87,20,1345,P2
CS5276,66,26,1724,P2
CS5277,113,19,1427,P2
CS5278,47,28,1819,P2
CS5279,68,13,987,P1
CS5280,254,19,1312,P2
CS5281,353,23,1537,P2
CS5282,9,23,1424,P0
CS5283,39,23,1647,P2
CS5284,24,14,843,P2
CS5285,1,19,1218,P0
CS5286,659,8,579,P2
CS5287,2,32,2307,P0
CS5288,5,14,972,P2
CS5289,10,31,2013,P0
CS5290,63,23,1462,P2
CS5291,61,24,1652,P2
CS5292,49,27,1841,P2
CS5293,36,20,1431,P2
CS5294,94,14,983,P2
CS5295,111,25,1637,P2
CS5296,23,21,1475,P0
CS5297,81,16,1068,P2
CS5298,36,15,1012,P2
CS5299,61,22,1636,P2
CS5300,123,16,1227,P2
CS5301,0,23,1428,P0
CS5302,32,27,2016,P2
CS5303,82,19,1298,P2
CS5304,151,23,1558,P2
CS5305,26,21,1291,P0
CS5306,38,22,1788,P2
CS5307,0,13,958,P2
CS5308,162,27,1864,P2
CS5309,95,20,1161,P2
CS5310,7,14,918,P2
CS5311,57,19,1299,P2
CS5312,116,17,1225,P2
CS5313,125,17,1193,P2
CS5314,98,14,1010,P2
CS5315,0,20,1362,P0
CS5316,25,18,1420,P0
CS5317,73,15,1123,P2
CS5318,70,17,1114,P2
CS5319,43,21,1404,P2
CS5320,96,16,1154,P2
CS5321,20,12,804,P2
CS5322,53,16,1168,P2
CS5323,4,32,2280,P0
CS5324,296,10,602,P2
CS5325,41,25,1726,P2
CS5326,115,25,1751,P2
CS5327,132,12,938,P2
CS5328,116,15,1094,P2
CS5329,111,26,1766,P2
CS5330,70,17,1159,P2
CS5331,39,20,1526,P2
CS5332,11,27,1813,P0
CS5333,161,16,1222,P2
CS5334,3,21,1486,P0
CS5335,19,23,1622,P0
CS5336,276,17,1135,P2
CS5337,152,11,889,P2
CS5338,6,22,1514,P0
CS5339,34,17,1283,P2
CS5340,13,26,1873,P0
CS5341,110,19,1318,P2
CS5342,5,25,1576,P0
CS5343,13,26,1973,P0
CS5344,119,18,1303,P2
CS5345,50,20,1567,P2
CS5346,4,25,1801,P0
CS5347,22,25,1652,P0
CS5348,45,19,1457,P2
CS5349,307,17,1314,P2
CS5350,157,21,1478,P2
CS5351,48,22,1330,P2
CS5352,48,21,1345,P2
CS5353,20,21,1229,P0
CS5354,101,18,1259,P2
CS5355,115,14,1067,P2
CS5356,66,20,1447,P2
CS5357,120,17,1090,P2
CS5358,192,12,788,P2
CS5359,122,13,1009,P2
CS5360,10,15,1083,P0
CS5361,187,22,1522,P2
CS5362,102,13,976,P2
CS5363,1,15,1015,P0
CS5364,45,27,1814,P2
CS5365,63,21,1471,P2
CS5366,5,20,1429,P0
CS5367,67,21,1661,P2
CS5368,195,12,809,P2
CS5369,81,17,1256,P2
CS5370,30,20,1258,P0
CS5371,122,19,1257,P2
CS5372,160,24,1721,P2
CS5373,60,24,1599,P2
CS5374,83,21,1385,P2
CS5375,127,29,1956,P2
CS5376,46,25,1584,P2
CS5377,76,13,934,P1
CS5378,341,9,554,P2
CS5379,58,13,879,P1
CS5380,27,17,1212,P0
CS5381,166,12,855,P2
CS5382,138,29,1890,P2
CS5383,85,23,1620,P2
CS5384,40,20,1362,P2
CS5385,56,13,740,P1
CS5386,30,24,1611,P0
CS5387,135,20,1416,P2
CS5388,59,14,1156,P2
CS5389,231,18,1232,P2
CS5390,92,25,1824,P2
CS5391,72,19,1356,P2
CS5392,66,19,1473,P2
CS5393,11,18,1337,P0
CS5394,34,29,2092,P2
CS5395,122,20,1382,P2
CS5396,74,18,1309,P2
CS5397,12,29,2065,P0
CS5398,0,18,1280,P0
CS5399,76,23,1737,P2
CS5400,36,18,1187,P2
CS5401,106,20,1479,P2
CS5402,65,21,1546,P2
CS5403,13,24,1774,P0
CS5404,29,20,1476,P0
CS5405,100,22,1577,P2
CS5406,36,22,1498,P2
CS5407,49,17,1226,P2
CS5408,69,27,1938,P2
CS5409,41,19,1371,P2
CS5410,90,13,1034,P2
CS5411,114,24,1724,P2
CS5412,29,19,1301,P0
CS5413,1,23,1598,P0
CS5414,131,21,1589,P2
CS5415,28,18,1250,P0
CS5416,68,21,1424,P2
CS5417,65,23,1859,P2
CS5418,13,16,1087,P0
CS5419,18,24,1643,P0
CS5420,18,18,1156,P0
CS5421,12,15,967,P2
CS5422,254,17,1219,P2
CS5423,35,12,796,P1
CS5424,111,19,1278,P2
CS5425,19,21,1395,P0
CS5426,216,20,1392,P2
CS5427,33,19,1333,P2
CS5428,5,26,1847,P0
CS5429,65,19,1374,P2
CS5430,24,17,1225,P0
CS5431,4,16,994,P2
CS5432,43,20,1312,P2
CS5433,155,19,1293,P2
CS5434,44,16,1147,P2
CS5435,93,19,1351,P2
CS5436,210,18,1355,P2
CS5437,82,18,1167,P2
CS5438,115,21,1580,P2
CS5439,31,24,1643,P2
CS5440,41,16,1021,P2
CS5441,40,20,1381,P2
CS5442,24,24,1732,P0
CS5443,132,27,1995,P2
CS5444,65,23,1455,P2
CS5445,2,18,1203,P0
CS5446,12,28,1924,P0
CS5447,177,14,959,P2
CS5448,113,28,1987,P2
CS5449,68,22,1620,P2
CS5450,196,28,2044,P2
CS5451,139,16,1115,P2
CS5452,156,19,1397,P2
CS5453,81,19,1304,P2
CS5454,56,25,1824,P2
CS5455,98,20,1349,P2
CS5456,20,18,1267,P0
CS5457,53,11,674,P1
CS5458,5,26,2075,P0
CS5459,220,16,1246,P2
CS5460,8,20,1287,P0
CS5461,74,22,1553,P2
CS5462,154,19,1350,P2
CS5463,149,24,1658,P2
CS5464,45,23,1731,P2
CS5465,55,17,1199,P2
CS5466,142,24,1711,P2
CS5467,48,24,1552,P2
CS5468,55,23,1684,P2
CS5469,70,19,1306,P2
CS5470,13,20,1425,P0
CS5471,169,14,908,P2
CS5472,21,21,1551,P0
CS5473,277,16,1173,P2
CS5474,44,18,1105,P2
CS5475,4,22,1510,P0
CS5476,26,28,1912,P0
CS5477,12,21,1549,P0
CS5478,9,22,1508,P0
CS5479,9,22,1486,P0
CS5480,56,24,1681,P2
CS5481,64,23,1667,P2
CS5482,175,23,1758,P2
CS5483,156,21,1491,P2
CS5484,145,18,1071,P2
CS5485,16,19,1189,P0
CS5486,66,20,1406,P2
CS5487,29,22,1511,P0
CS5488,43,24,1627,P2
CS5489,39,26,1769,P2
CS5490,16,25,1564,P0
CS5491,199,24,1669,P2
CS5492,26,26,1983,P0
CS5493,12,24,1611,P0
CS5494,211,18,1216,P2
CS5495,64,22,1623,P2
CS5496,167,19,1346,P2
CS5497,91,16,1122,P2
CS5498,55,29,2129,P2
CS5499,47,14,1049,P2
CS5500,5,25,1749,P0
CS5501,15,26,1788,P0
CS5502,37,26,1832,P2
CS5503,87,17,1176,P2
CS5504,17,15,1154,P0
CS5505,23,20,1127,P0
CS5506,73,13,992,P1
CS5507,25,25,1758,P0
CS5508,79,22,1495,P2
CS5509,142,16,1156,P2
CS5510,53,19,1415,P2
CS5511,67,19,1307,P2
CS5512,190,13,975,P2
CS5513,237,25,1664,P2
CS5514,77,25,1668,P2
CS5515,1,17,1084,P0
CS5516,273,16,1193,P2
CS5517,5,16,1160,P0
CS5518,70,31,2089,P2
CS5519,54,26,1755,P2
CS5520,28,17,1177,P0
CS5521,232,16,1169,P2
CS5522,38,29,2131,P2
CS5523,26,23,1642,P0
CS5524,0,18,1414,P0
CS5525,36,22,1628,P2
CS5526,19,17,1161,P0
CS5527,41,24,1805,P2
CS5528,31,31,2312,P2
CS5529,105,17,1284,P2
CS5530,202,16,1148,P2
CS5531,108,23,1598,P2
CS5532,79,23,1618,P2
CS5533,85,17,1043,P2
CS5534,18,16,1148,P0
CS5535,10,21,1540,P0
CS5536,33,20,1400,P2
CS5537,66,19,1491,P2
CS5538,50,17,1106,P2
CS5539,67,18,1354,P2
CS5540,35,16,1102,P2
CS5541,93,19,1341,P2
CS5542,40,17,1244,P2
CS5543,12,22,1580,P0
CS5544,85,18,1327,P2
CS5545,19,18,1413,P0
CS5546,66,15,1162,P2
CS5547,202,23,1599,P2
CS5548,70,13,947,P1
CS5549,42,18,1349,P2
CS5550,126,23,1677,P2
CS5551,11,17,1080,P0
CS5552,77,15,1008,P2
CS5553,10,17,1376,P0
CS5554,15,14,1068,P2
CS5555,9,31,2439,P0
CS5556,3,20,1302,P0
CS5557,56,23,1771,P2
CS5558,52,12,698,P1
CS5559,6,14,981,P2
CS5560,137,20,1517,P2
CS5561,64,19,1114,P2
CS5562,8,17,1300,P0
CS5563,295,14,983,P2
CS5564,90,28,1918,P2
CS5565,48,23,1556,P2
CS5566,39,26,1741,P2
CS5567,16,21,1406,P0
CS5568,68,21,1309,P2
CS5569,10,15,997,P2
CS5570,148,26,1699,P2
CS5571,24,18,1267,P0
CS5572,9,14,954,P2
CS5573,87,24,1707,P2
CS5574,143,20,1388,P2
CS5575,52,12,707,P1
CS5576,89,25,1720,P2
CS5577,64,20,1459,P2
CS5578,84,22,1720,P2
CS5579,188,18,1218,P2
CS5580,126,24,1703,P2
CS5581,9,17,1070,P0
CS5582,126,16,1087,P2
CS5583,6,29,2017,P0
CS5584,58,15,1125,P2
CS5585,219,11,673,P2
CS5586,45,24,1687,P2
CS5587,73,22,1495,P2
CS5588,19,24,1737,P0
CS5589,35,26,1850,P2
CS5590,100,20,1290,P2
CS5591,7,20,1476,P0
CS5592,160,21,1479,P2
CS5593,26,20,1373,P0
CS5594,0,25,1671,P0
CS5595,22,21,1463,P0
CS5596,176,12,911,P2
CS5597,12,16,1066,P0
CS5598,64,21,1592,P2
CS5599,4,19,1288,P0
CS5600,19,17,1127,P0
CS5601,102,17,1190,P2
CS5602,69,25,1697,P2
CS5603,70,22,1692,P2
CS5604,18,14,1036,P2
CS5605,10,18,1319,P0
CS5606,7,21,1620,P0
CS5607,256,20,1343,P2
CS5608,50,16,1084,P2
CS5609,97,20,1430,P2
CS5610,80,19,1386,P2
CS5611,43,20,1441,P2
CS5612,192,16,1099,P2
CS5613,35,19,1313,P2
CS5614,33,20,1400,P2
CS5615,37,14,1069,P2
CS5616,7,21,1306,P0
CS5617,106,20,1401,P2
CS5618,18,22,1346,P0
CS5619,33,16,1065,P2
CS5620,2,25,1782,P0
CS5621,28,21,1338,P0
CS5622,266,16,1032,P2
CS5623,15,18,1262,P0
CS5624,84,15,1178,P2
CS5625,30,20,1274,P0
CS5626,68,14,1049,P2
CS5627,17,21,1601,P0
CS5628,36,16,1093,P2
CS5629,155,26,1846,P2
CS5630,14,25,1671,P0
CS5631,94,15,896,P2
CS5632,81,22,1560,P2
CS5633,13,23,1781,P0
CS5634,137,16,1103,P2
CS5635,88,23,1553,P2
CS5636,85,21,1373,P2
CS5637,48,20,1589,P2
CS5638,73,21,1484,P2
CS5639,14,23,1695,P0
CS5640,68,16,1019,P2
CS5641,19,11,712,P2
CS5642,64,26,1802,P2
CS5643,33,22,1581,P2
CS5644,113,21,1449,P2
CS5645,9,18,1294,P0
CS5646,12,20,1272,P0
CS5647,53,17,1246,P2
CS5648,13,19,1410,P0
CS5649,84,21,1449,P2
CS5650,24,20,1169,P0
CS5651,142,14,984,P2
CS5652,86,20,1489,P2
CS5653,394,18,1370,P2
CS5654,6,25,1616,P0
CS5655,179,21,1583,P2
CS5656,75,23,1820,P2
CS5657,39,12,751,P1
CS5658,81,19,1400,P2
CS5659,52,24,1736,P2
CS5660,50,16,1012,P2
CS5661,17,23,1518,P0
CS5662,9,22,1608,P0
CS5663,192,23,1692,P2
CS5664,43,21,1357,P2
CS5665,0,23,1583,P0
CS5666,110,10,673,P2
CS5667,117,20,1333,P2
CS5668,1,27,1802,P0
CS5669,191,20,1493,P2
CS5670,33,22,1811,P2
CS5671,9,17,1090,P0
CS5672,141,21,1367,P2
CS5673,18,18,1220,P0
CS5674,89,27,1847,P2
CS5675,138,24,1724,P2
CS5676,58,21,1311,P2
CS5677,17,21,1746,P0
CS5678,122,30,1965,P2
CS5679,57,18,1375,P2
CS5680,49,17,1118,P2
CS5681,20,19,1182,P0
CS5682,17,20,1403,P0
CS5683,165,14,821,P2
CS5684,0,27,1923,P0
CS5685,52,28,2086,P2
CS5686,207,13,1070,P2
CS5687,40,21,1516,P2
CS5688,82,12,868,P1
CS5689,279,20,1536,P2
CS5690,56,19,1320,P2
CS5691,51,18,1344,P2
CS5692,24,16,1113,P0
CS5693,27,18,1369,P0
CS5694,38,18,1245,P2
CS5695,27,24,1611,P0
CS5696,94,17,1178,P2
CS5697,23,27,1988,P0
CS5698,149,21,1527,P2
CS5699,52,17,1240,P2
CS5700,17,28,1911,P0
CS5701,69,25,1717,P2
CS5702,99,20,1420,P2
CS5703,8,21,1467,P0
CS5704,113,12,836,P2
CS5705,334,13,1012,P2
CS5706,4,17,1260,P0
CS5707,34,20,1452,P2
CS5708,66,22,1691,P2
CS5709,27,19,1428,P0
CS5710,259,14,964,P2
CS5711,117,22,1506,P2
CS5712,53,23,1639,P2
CS5713,203,20,1444,P2
CS5714,15,21,1191,P0
CS5715,11,17,1147,P0
CS5716,62,13,933,P1
CS5717,73,30,2068,P2
CS5718,4,16,1184,P0
CS5719,89,24,1554,P2
CS5720,15,21,1593,P0
CS5721,143,11,706,P2
CS5722,15,20,1445,P0
CS5723,39,17,1128,P2
CS5724,44,26,1921,P2
CS5725,119,17,1071,P2
CS5726,39,16,1126,P2
CS5727,0,22,1666,P0
CS5728,103,16,1052,P2
CS5729,101,20,1495,P2
CS5730,210,22,1519,P2
CS5731,96,16,1117,P2
CS5732,28,24,1694,P0
CS5733,45,20,1567,P2
CS5734,57,16,1072,P2
CS5735,68,15,990,P2
CS5736,18,14,876,P2
CS5737,39,20,1384,P2
CS5738,19,22,1368,P0
CS5739,50,25,1755,P2
CS5740,14,23,1624,P0
CS5741,6,24,1787,P0
CS5742,67,27,1970,P2
CS5743,21,20,1460,P0
CS5744,63,27,1922,P2
CS5745,71,18,1275,P2
CS5746,43,17,1200,P2
CS5747,40,20,1188,P2
CS5748,114,21,1415,P2
CS5749,121,22,1752,P2
CS5750,55,19,1304,P2
CS5751,127,17,1297,P2
CS5752,78,33,2612,P2
CS5753,45,14,1029,P2
CS5754,27,24,1663,P0
CS5755,74,21,1473,P2
CS5756,5,29,2074,P0
CS5757,116,17,1215,P2
CS5758,267,19,1318,P2
CS5759,68,19,1396,P2
CS5760,6,29,1943,P0
CS5761,5,28,2195,P0
CS5762,139,23,1590,P2
CS5763,172,21,1461,P2
CS5764,17,14,947,P2
CS5765,22,18,1228,P0
CS5766,118,21,1411,P2
CS5767,82,17,1185,P2
CS5768,126,17,1252,P2
CS5769,35,18,1270,P2
CS5770,20,18,1349,P0
CS5771,331,11,741,P2
CS5772,129,26,1891,P2
CS5773,125,20,1262,P2
CS5774,16,26,1663,P0
CS5775,2,19,1242,P0
CS5776,4,19,1486,P0
CS5777,17,22,1724,P0
CS5778,20,17,1205,P0
CS5779,42,22,1701,P2
CS5780,135,23,1628,P2
CS5781,37,23,1651,P2
CS5782,49,21,1402,P2
CS5783,1,23,1554,P0
CS5784,80,18,1310,P2
CS5785,82,17,1256,P2
CS5786,26,19,1258,P0
CS5787,105,26,1902,P2
CS5788,210,21,1437,P2
CS5789,11,16,1067,P0
CS5790,163,19,1447,P2
CS5791,1,17,1319,P0
CS5792,31,28,1898,P2
CS5793,10,16,1249,P0
CS5794,34,25,1883,P2
CS5795,168,16,1164,P2
CS5796,92,16,1189,P2
CS5797,69,26,1823,P2
CS5798,7,23,1415,P0
CS5799,43,21,1528,P2
